id,transaction_hash,amount
1,5dd032e17fbe48af8c0cb7ab5cc42f22,90894.84507406614
2,88dba211b0504d9ca7464899356a0396,59930.250086527594
3,56dedfe9118d4d3883df35f60d777d2a,29164.912122373422
4,c9477c21f28f4ac0968a4ba1cdb54deb,32810.899514508994
5,a6fe901248304993ba43ffbf42060942,31563.71351886732
6,23ebefba910a4569a20a5bf053dd7bfd,83187.71781603732
7,47f45d35a3f3498593bcdc78530bf71d,11453.126045997586
8,c0ccd9f126be4d71b7acb7d2426aca82,82452.18560012318
9,add17b6e0b89443aa375416efaec0510,44367.1730101716
10,0d70ff33f2b34056a3812bb6c6d61fa2,29506.941981904667
11,a385ca7c4b6c4be4891ea1212bfc3212,20009.5837353476
12,fcebdf234b314940b6ff73da3f2fcbe6,28239.72124548362
13,9eec67941ba14969bedd2d16c2bc902a,33714.21903439225
14,1728cd0046944e088df28db4ae508194,92683.51032982432
15,5464172c1b6d424aaf4145a6571cc9a5,24110.69538593459
16,e394eca8249449009f64844c6f2568e4,48179.62933273266
17,7995633aa9704e7a958880c7e490d2ec,18354.842004877646
18,8f459a4a98a64742b5bff74875ce966c,79617.08000447722
19,699c385adf2e42c4b423e2223076a8bb,75432.12311921106
20,042d0a9d962b40faa58fc818eb744182,34506.81533212382
21,eb45842c8d274227adacfccbc3988d31,65978.60731044278
22,129a94654eee4a88a467eed2b75d92d0,81305.96076970038
23,08c41fe7d3c94d8ea2ee8411fbbda2c7,53130.76335470037
24,dae2702b922247859854254cb98876f1,88001.477586595
25,d0d1bc716b784235813dcb6505b218a2,57791.299207107935
26,728c050c3ac5474383e6bb0d3377d239,31474.54823683963
27,a780e79719b94468a91ac0d079204d8e,99297.3078453799
28,4570fd9ec27c4997840d70b1b8d6b43e,44462.613709398254
29,4b0d7c546c0e4cb39759783738f829cf,77206.45174863044
30,d3dea95dbcb34d50aa0a75f90a81a0dd,39546.526836484605
31,82da007894bf4dc58a548bf52765c54b,8268.06206682309
32,0614a40552ff404aae46dd89f72b5d4a,24862.49856189596
33,74d471c666614990886b69a0012efb58,54878.211741290674
34,5193095faa7d40ff84616a989d68fd50,23174.40535550158
35,8f5e3c25202f44279c19d3e858ad53e3,96379.2805245057
36,401ec742069f4857855d60713ea7e1ac,78774.10924012159
37,0d7e2eb7acb343228029ab572a2c1427,84613.44765142484
38,43896c2a3379474a88349eaa8ae9c7f7,59637.08319833526
39,8f06b44bf2cc455ba4871b81a8d7d85d,23249.029638967688
40,eca2a7c628d44d09bacc9b3bd8e0512d,76325.7589440517
41,5f9bc5ad32fa483eb5e162281b21f0b7,39757.87706300861
42,cff2988ebe9b4d32a0e6f125b0952cde,71213.64081909297
43,3f75d786c8bf42ea9df6042149658401,64322.2874282237
44,3b8af8782a39499991ebce63a742cc9c,25892.524713141705
45,9f8d58b695d84794b276918040242187,98248.57133253917
46,b63bbf8d0bf94c099da8303ea06f83e9,68923.81526718315
47,f72109b7d9cb4b059883621217a61f5a,72205.989362914
48,17b1ae9cdf1a4fff83ddecc9d3141b9c,51826.43768973913
49,71b0deecb88540dc963774b25349e0a4,74517.09755137074
50,71b63f0956624a49af552ae782d1764b,9463.51511459549
51,04997895893041529006444b511aa057,41297.21641817567
52,3a1d037bb62442cbb5678c63249de1cf,12774.786626770107
53,67f2bc291b4a4ddf8dd68f0b1503b019,43450.554965495605
54,cfa28ae6d1b54d0ea098cff8d66be342,69598.42196158515
55,f003e1aeccaa43739c2abd7a222bb2d3,1973.167241518592
56,a4f7c5104cb84ba4ad5e453cc7683051,13849.98369588768
57,e47da69e368f41d28764289ed9365b82,79891.54050030789
58,6c5c1eba616b4183b40fbf47f3110161,52816.218142037986
59,830e10c9fa18417caa79eb149a09600b,54675.951360348074
60,7d92b21345b749febb979b418b3758ff,73267.35822013005
61,53d50f83aea049a487121e986c243636,95971.94316031595
62,c20a52957e884b3f86c9cf71fb7deb56,61354.81728396233
63,bdf3972f36804c7cb2e1408892bfda1d,1028.1471373209006
64,e2e1fb6ba42344459c2ec9ea58353d84,86115.46721776786
65,ab0506cf657f4b3aa839f66cd61e320b,79185.11401768382
66,c8601262242d49f790e7b22c3979db48,57389.01915849609
67,904cb9de27844224ae88e44085bef640,69275.17189785274
68,b8758c4e679244768d90267177af1aa4,49664.515157930146
69,c6fcc45c336a4cbfb3754d8bc671d8a8,12703.833778075923
70,f5b3c64e4f0d4b53a1325dff2a9609b2,15619.120539941367
71,e01184a823f0474489e69b5e1c60a8d1,99255.65634185
72,d4a81aeb745f4c8e80a5639f1d69a64d,73536.75718886005
73,874ba64f771748c6b1a00977453175aa,21719.067122059787
74,221fee8b51b4405b87d2eb22565b9cba,58922.404250998836
75,42fd94d9aafa4563a4007e43f84006d0,41228.373150081046
76,ca73fa27ae164c6daf78789801b7bdc2,55743.7620363846
77,c114ca8f91664294be56164e6023c243,91648.7355087317
78,522b6e6f6b1b41cc9648418c07047831,10616.729236148736
79,891637a2e3204e1594b0ea3534d87cd8,80804.94103484343
80,0fb09645edc442658b11db43240b47df,25484.045461422556
81,828874edabed49188ee26b6df59e8011,4259.4326572398695
82,fa816a0258004e85a730ca301069b828,93010.10428668534
83,efc200e6fc914dc08748affef0698dc2,21738.01252356373
84,4d3aa39af4924f5ab39a4f2f8aaa1f8e,60948.62699657243
85,5971aff694a64ca3bdcddb1593054e6d,88776.96364122808
86,ca21c1b3d1da4d96b9a50f9b8b3587c6,28935.566864864548
87,4facea8e7fb94f4290d622bf2c332e1f,82903.29737351771
88,944b6f6c53704df9b1bd5e7d3fdb0888,85741.22930910617
89,095f1f31237f4ecf8cec197760cd3155,69493.27908900222
90,d70aa1bd3e3044fcb061eb9c509cfdd7,82148.33553868356
91,9f8e6cfe4e464095963c526218431755,54221.695537920124
92,ba6b5b4ace48449fb77fcc40f98822d4,77277.94141442762
93,513f03aa182b4578944a14f12b6068e4,69603.08095634567
94,bb2f117bafe444c180dd2edf73397175,63651.28425510147
95,f726b065215144999a4a9cd5a871694a,51333.86735539216
96,84d18f08f19d476e901d3f04f86434cc,31875.15657837685
97,57452b34c53441caa95199189526330d,37496.332238369025
98,d05bbd63130c4a59af478547392b967c,19067.016933530624
99,e0f2e91987e54ca08ee99498983638fa,97943.67275822074
100,2fa02390dd10473c9c7a8ee35c18e9e4,48596.5099168698
101,b40d15a5abfd4e05a191c5e5f849d9ed,91275.36317242574
102,cae63c2411ee48bdb6e098c8a7428d90,4587.732694758195
103,746c54af034b4d04b1323c0b83bdc328,67222.80207237031
104,fc4ac117f8514aacac8fa49e4a9c822e,56254.51594904027
105,28bf235e210b480585025860b9c70f38,39605.81047654911
106,35e611b6671146dd81c2f087b99f7849,74684.22181085414
107,3399b1b7b5dc413ca546ddb9650ce933,37495.36519547388
108,6b1ff242d6b4423abc951fafae04d352,60161.391164905166
109,4d0025c190544c0b89950a0c3c2a64ca,95064.08530977542
110,b543a5f7e3f84d959ca8bb978f51c29b,31678.75926738768
111,5b5b02b55b954080a3319f99ebc475fc,38232.81387773954
112,c5be9e6ea83a43ff938d5c48fc210e65,49772.07637298955
113,999b1f85332b4ac68065b57c9813bcc5,73585.01820153519
114,34cb7a6c43ba47c98105940bca02c2bd,70420.17302127354
115,2c9e3d4138d14df69a4df7d9b7b41358,14333.171978011595
116,791e3c17bc75407986fa89cd6b75d792,3117.1668151266153
117,40e26146dea049d382224b692ebfbd44,91911.29422386667
118,2b41f9d4c8fc438595b66832448948be,18931.761033188865
119,3f471ec14b7d4c1ba29f3f23850cdac1,4680.31033413373
120,9059f4f9331f4a5798378f0448c9d4d6,28011.377613097167
121,b4bc0bfccf614e73b45e1d20ad94e193,3356.255355506599
122,e73be0402fb74f4d87cc196dca6007b4,17615.14555503696
123,956f9920b1de454a9568284453adc20b,42589.36970756479
124,eebea4e8d96a4c0591cc163dd29850c7,87400.17119658166
125,bbe54bf2b3b2401c87d3e062fc7bbfe8,15615.612233477228
126,ba3af159ca39420580ff39b113f308ae,99986.81018815689
